customer_arrival_order,node,lat,lon,feasible,vehicle,capacity,customer_node,distance_to_depot,closest_customer_distance,mean_distance_to_depot,median_distance_to_depot,min_distance_to_depot,max_distance_to_depot,std_distance_to_depot,1st_quartile_distance_to_depot,3rd_quartile_distance_to_depot,mean_closest_customer_distance,median_closest_customer_distance,min_closest_customer_distance,max_closest_customer_distance,std_closest_customer_distance,1st_quartile_closest_customer_distance,3rd_quartile_closest_customer_distance
23,162766277,48.2256297,16.3043281,0,2,30,162766277,13.496016,0.480923,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
24,16055032,48.2024079,16.3253702,0,2,30,16055032,12.431724,2.584088,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
25,538375632,48.2082478,16.5069945,0,2,30,538375632,7.607568,2.86389,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
26,83452556,48.2752769,16.4066402,0,2,30,83452556,5.402981,1.335878,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
27,66917920,48.2555556,16.3926906,0,2,30,66917920,4.716594,3.124589,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
28,127844196,48.2392534,16.4989528,0,2,30,127844196,4.893178,1.807483,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
29,381002,48.150576,16.2688685,0,2,30,381002,19.652799,1.249456,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
30,287527193,48.2122077,16.2397874,0,2,30,287527193,19.673213,0.642292,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
31,99952290,48.258458,16.3648082,0,2,30,99952290,8.633743,0.791492,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
32,298097186,48.171729,16.4371105,0,2,30,298097186,11.919351,5.512716,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
33,31915654,48.255477,16.5182682,0,2,30,31915654,6.072874,3.867164,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
34,249214344,48.2017354,16.4348809,0,2,30,249214344,6.583122,3.650841,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
35,6975539,48.2099852,16.2874003,0,2,30,6975539,15.238264,2.980295,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
36,322489978,48.2782996,16.3998086,0,2,30,322489978,5.708996,0.803657,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
37,66404690,48.1749028,16.2587945,0,2,30,66404690,18.900061,1.647672,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
38,60572107,48.2123361,16.2330422,0,2,30,60572107,20.007641,0.099919,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
39,68901586,48.2376904,16.2990593,0,2,30,68901586,13.329957,1.585788,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
40,25280871,48.1751592,16.3163438,0,2,30,25280871,14.782109,2.58033,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
41,293476566,48.2542332,16.362258,0,2,30,293476566,8.830473,0.813265,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
42,320897934,48.2184335,16.4301044,0,2,30,320897934,5.33398,1.713781,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
43,223662584,48.1369458,16.3885657,0,2,30,223662584,15.418908,3.935226,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
44,33254361,48.2287852,16.3709693,0,2,30,33254361,7.875272,3.677188,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
45,90192008,48.215759,16.5344422,0,2,30,90192008,8.691192,2.933574,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
46,61923120,48.2370071,16.3239081,0,2,30,61923120,11.240734,0.243265,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
47,30692798,48.1950333,16.3630899,0,2,30,30692798,10.516093,2.231938,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
48,31900879,48.2161308,16.4604805,0,2,30,31900879,4.567554,3.40961,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
49,224400952,48.2846777,16.3865223,0,2,30,224400952,7.256713,1.920829,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
50,9587281525,48.230111,16.4858633,0,2,30,9587281525,4.946742,1.798127,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
1,249112044,48.2603364,16.4707081,1,3,60,249112044,2.745169,1.982848,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
2,252944666,48.2502098,16.4803054,1,3,60,252944666,2.783655,0,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
3,61925803,48.2356147,16.3247177,1,3,60,61925803,11.206909,0.243265,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
4,60572094,48.2129051,16.2319985,1,3,60,60572094,20.10756,0.099919,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
5,106002460,48.2233666,16.3083212,1,3,60,106002460,13.198239,0.512541,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
6,256666740,48.2086642,16.3457329,1,3,60,256666740,10.611566,2.341056,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
7,274992582,48.2431261,16.3061069,1,3,60,274992582,12.771897,1.531163,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
8,322839364,48.2865904,16.4234719,1,3,60,322839364,6.313218,1.370674,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
9,253438091,48.1653108,16.3334255,1,3,60,253438091,14.303081,2.583018,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
10,321723620,48.2958529,16.3863099,1,3,60,321723620,8.678538,2.043114,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
11,3621599903,48.1535008,16.3975152,1,3,60,3621599903,13.642364,4.039256,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
12,291368015,48.2346017,16.2864058,1,3,60,291368015,15.184314,2.002417,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
13,100866877,48.1845187,16.3423163,1,3,60,100866877,12.145429,2.88925,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
14,321940562,48.2436632,16.4458721,0,3,60,321940562,0.977825,3.466334,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
15,6407670021,48.1422071,16.2890502,0,3,60,6407670021,18.612247,1.142118,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
16,87887415,48.1486305,16.2838536,0,3,60,87887415,18.864072,1.142367,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
17,84749567,48.1628445,16.264517,0,3,60,84749567,19.193869,1.788938,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
18,288640046,48.1803829,16.2697559,1,3,60,288640046,17.856548,1.349637,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
19,59952529,48.2803137,16.4418009,0,3,60,59952529,5.971321,2.50285,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
20,252944666,48.2502098,16.4803054,0,3,60,252944666,2.783655,0,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
21,82459084,48.280174,16.4126956,1,3,60,82459084,5.61628,0.858329,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
22,75273216,48.2273999,16.418275,0,3,60,75273216,4.037766,3.51664,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
23,162766277,48.2256297,16.3043281,0,3,60,162766277,13.496016,0.480923,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
24,16055032,48.2024079,16.3253702,0,3,60,16055032,12.431724,2.584088,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
25,538375632,48.2082478,16.5069945,0,3,60,538375632,7.607568,2.86389,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
26,83452556,48.2752769,16.4066402,0,3,60,83452556,5.402981,1.335878,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
27,66917920,48.2555556,16.3926906,0,3,60,66917920,4.716594,3.124589,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
28,127844196,48.2392534,16.4989528,0,3,60,127844196,4.893178,1.807483,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
29,381002,48.150576,16.2688685,0,3,60,381002,19.652799,1.249456,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
30,287527193,48.2122077,16.2397874,1,3,60,287527193,19.673213,0.642292,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
31,99952290,48.258458,16.3648082,0,3,60,99952290,8.633743,0.791492,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
32,298097186,48.171729,16.4371105,0,3,60,298097186,11.919351,5.512716,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
33,31915654,48.255477,16.5182682,0,3,60,31915654,6.072874,3.867164,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
34,249214344,48.2017354,16.4348809,0,3,60,249214344,6.583122,3.650841,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
35,6975539,48.2099852,16.2874003,0,3,60,6975539,15.238264,2.980295,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
36,322489978,48.2782996,16.3998086,0,3,60,322489978,5.708996,0.803657,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
37,66404690,48.1749028,16.2587945,0,3,60,66404690,18.900061,1.647672,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
38,60572107,48.2123361,16.2330422,0,3,60,60572107,20.007641,0.099919,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
39,68901586,48.2376904,16.2990593,0,3,60,68901586,13.329957,1.585788,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
40,25280871,48.1751592,16.3163438,0,3,60,25280871,14.782109,2.58033,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
41,293476566,48.2542332,16.362258,0,3,60,293476566,8.830473,0.813265,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
42,320897934,48.2184335,16.4301044,0,3,60,320897934,5.33398,1.713781,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
43,223662584,48.1369458,16.3885657,0,3,60,223662584,15.418908,3.935226,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
44,33254361,48.2287852,16.3709693,0,3,60,33254361,7.875272,3.677188,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
45,90192008,48.215759,16.5344422,0,3,60,90192008,8.691192,2.933574,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
46,61923120,48.2370071,16.3239081,0,3,60,61923120,11.240734,0.243265,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
47,30692798,48.1950333,16.3630899,0,3,60,30692798,10.516093,2.231938,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
48,31900879,48.2161308,16.4604805,0,3,60,31900879,4.567554,3.40961,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
49,224400952,48.2846777,16.3865223,0,3,60,224400952,7.256713,1.920829,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
50,9587281525,48.230111,16.4858633,0,3,60,9587281525,4.946742,1.798127,10.62666748,10.5638295,0.977825,20.10756,5.513823711,5.77457725,14.662352,1.9538202,1.802805,0,5.512716,1.270193346,0.92927625,2.88291
